order_date,sales,profit,category,sub_category,region,segment,quantity,discount
5/25/2015,845.728,84.5728,Office Supplies,Appliances,West,Consumer,13,0.2
12/30/2017,13.904,4.5188,Office Supplies,Binders,West,Corporate,2,0.2
12/30/2017,20.72,6.475,Office Supplies,Binders,West,Corporate,2,0.2
12/8/2016,114.95,2.299,Technology,Phones,Central,Corporate,5,0
10/4/2015,26.96,7.0096,Office Supplies,Storage,West,Consumer,2,0
12/23/2016,572.76,166.1004,Furniture,Furnishings,South,Consumer,6,0
12/23/2016,286.38,83.0502,Furniture,Furnishings,South,Consumer,3,0
9/19/2015,61.96,4.3372,Furniture,Bookcases,South,Home Office,2,0
7/3/2017,23.99,5.5177,Furniture,Furnishings,South,Consumer,1,0
7/3/2017,287.97,77.7519,Technology,Phones,South,Consumer,3,0
7/14/2016,419.944,52.493,Technology,Phones,Central,Consumer,7,0.2
6/20/2016,46.76,22.4448,Office Supplies,Paper,West,Consumer,7,0
6/20/2016,17.712,6.4206,Office Supplies,Binders,West,Consumer,3,0.2
6/20/2016,21.78,5.6628,Office Supplies,Appliances,West,Consumer,2,0
6/20/2016,161.94,9.7164,Office Supplies,Storage,West,Consumer,3,0
6/20/2016,161.568,-8.0784,Furniture,Chairs,West,Consumer,2,0.2
12/9/2016,3.69,1.7343,Office Supplies,Labels,East,Consumer,1,0
12/9/2016,122.12,56.1752,Office Supplies,Labels,East,Consumer,4,0
9/24/2016,155.372,-13.3176,Furniture,Chairs,East,Consumer,2,0.3
12/18/2016,38.88,18.6624,Office Supplies,Paper,West,Corporate,6,0
12/18/2016,183.84,62.5056,Furniture,Furnishings,West,Corporate,8,0
12/18/2016,579.3,28.965,Office Supplies,Supplies,West,Corporate,5,0
12/10/2017,14.2,3.3725,Technology,Accessories,East,Consumer,1,0.2
7/1/2014,575.92,71.99,Technology,Phones,South,Corporate,2,0.2
7/1/2014,5.184,-3.6288,Office Supplies,Binders,South,Corporate,6,0.7
2/3/2017,5.229,-4.1832,Office Supplies,Binders,East,Consumer,3,0.7
2/3/2017,285.552,35.694,Office Supplies,Storage,East,Consumer,2,0.2
3/3/2017,72.8,19.656,Office Supplies,Appliances,South,Consumer,5,0
10/9/2017,10.816,3.5152,Office Supplies,Paper,South,Consumer,4,0.2
9/28/2014,46.26,12.4902,Office Supplies,Storage,East,Corporate,3,0
5/27/2014,17.46,-30.555,Office Supplies,Binders,Central,Consumer,6,0.8
6/14/2015,51.072,5.1072,Furniture,Furnishings,East,Home Office,6,0.2
3/30/2016,11.34,5.5566,Office Supplies,Paper,East,Corporate,1,0
10/15/2017,87.92,26.376,Office Supplies,Art,West,Home Office,4,0
5/23/2016,37.05,16.302,Furniture,Furnishings,West,Consumer,3,0
6/2/2017,2.97,-0.6435,Technology,Phones,East,Home Office,1,0.4
6/2/2017,27.44,2.401,Office Supplies,Storage,East,Home Office,2,0.2
2/16/2014,1.08,-1.728,Office Supplies,Binders,Central,Consumer,3,0.8
2/16/2014,7.96,-13.93,Office Supplies,Appliances,Central,Consumer,2,0.8
5/6/2014,140.736,52.776,Office Supplies,Binders,West,Home Office,8,0.2
5/16/2016,552.56,0,Office Supplies,Storage,East,Consumer,4,0
4/2/2017,25.11,6.5286,Furniture,Furnishings,West,Consumer,3,0
3/31/2017,29.78,8.0406,Furniture,Furnishings,East,Consumer,2,0
3/31/2017,677.58,176.1708,Technology,Phones,East,Consumer,3,0
3/31/2017,75.04,36.0192,Office Supplies,Paper,East,Consumer,8,0
1/2/2017,695.7,-27.828,Technology,Machines,South,Corporate,2,0.5
1/2/2017,15.66,-12.528,Office Supplies,Binders,South,Corporate,5,0.7
1/2/2017,28.854,-21.1596,Office Supplies,Binders,South,Corporate,6,0.7
5/28/2015,47.82,14.346,Office Supplies,Art,East,Consumer,3,0
5/28/2015,13.05,6.003,Office Supplies,Labels,East,Consumer,5,0
3/17/2014,93.78,36.5742,Office Supplies,Appliances,Central,Consumer,2,0
3/17/2014,47.18,23.59,Office Supplies,Paper,Central,Consumer,7,0
3/17/2014,19.68,5.7072,Office Supplies,Art,Central,Consumer,6,0
3/17/2014,53.4,25.098,Office Supplies,Binders,Central,Consumer,10,0
3/17/2014,35.88,17.2224,Office Supplies,Binders,Central,Consumer,6,0
10/3/2014,258.279,-70.1043,Furniture,Chairs,Central,Consumer,3,0.3
3/28/2016,31.4,7.85,Office Supplies,Storage,South,Corporate,2,0
5/4/2017,183.96,20.6955,Technology,Phones,West,Corporate,5,0.2
5/4/2017,17.61,8.4528,Office Supplies,Paper,West,Corporate,3,0
5/4/2017,300.904,11.2839,Furniture,Tables,West,Corporate,1,0.2
7/5/2014,220.776,-44.1552,Office Supplies,Storage,Central,Consumer,3,0.2
7/5/2014,281.424,-35.178,Office Supplies,Storage,Central,Consumer,11,0.2
5/5/2016,79.14,36.4044,Office Supplies,Paper,South,Consumer,3,0
4/26/2017,1.988,-1.4413,Furniture,Furnishings,Central,Consumer,1,0.6
9/26/2014,145.568,0,Furniture,Chairs,West,Consumer,2,0.2
10/19/2017,123.256,9.2442,Office Supplies,Art,East,Corporate,7,0.2
10/19/2017,23.68,7.4,Office Supplies,Paper,East,Corporate,4,0.2
10/19/2017,309.576,-56.7556,Technology,Phones,East,Corporate,4,0.4
11/10/2017,38.388,-25.592,Office Supplies,Binders,West,Corporate,14,0.7
11/10/2017,95.994,-63.996,Technology,Machines,West,Corporate,2,0.7
11/10/2017,239.952,-35.9928,Technology,Accessories,West,Corporate,6,0.2
11/10/2017,201.584,15.1188,Technology,Phones,West,Corporate,2,0.2
11/10/2017,899.136,-146.1096,Furniture,Chairs,West,Corporate,4,0.2
7/8/2017,145.9,62.737,Furniture,Furnishings,West,Home Office,5,0
12/24/2015,590.058,-786.744,Furniture,Bookcases,West,Consumer,7,0.7
12/24/2015,14.04,1.5795,Office Supplies,Art,West,Consumer,3,0.2
3/7/2017,49.08,4.908,Technology,Accessories,East,Home Office,3,0
4/1/2014,29.6,14.8,Office Supplies,Labels,West,Consumer,2,0
4/1/2014,17.088,5.5536,Office Supplies,Binders,West,Consumer,4,0.2
9/14/2015,912.75,118.6575,Furniture,Tables,West,Consumer,5,0
8/4/2014,1089.75,305.13,Office Supplies,Appliances,West,Consumer,3,0
8/4/2014,447.84,219.4416,Office Supplies,Paper,West,Consumer,8,0
8/4/2014,16.4,4.264,Office Supplies,Art,West,Consumer,5,0
8/4/2014,399.96,34.9965,Technology,Phones,West,Consumer,5,0.2
8/4/2014,158.9,7.945,Office Supplies,Storage,West,Consumer,5,0
8/4/2014,13.184,4.7792,Office Supplies,Binders,West,Consumer,1,0.2
9/3/2016,83.952,-90.2484,Furniture,Furnishings,Central,Home Office,3,0.6
2/5/2016,80.98,1.6196,Office Supplies,Storage,South,Home Office,1,0
2/5/2016,348.84,170.9316,Office Supplies,Paper,South,Home Office,9,0
2/5/2016,9.45,0.189,Office Supplies,Fasteners,South,Home Office,5,0
2/5/2016,18.84,7.1592,Furniture,Furnishings,South,Home Office,3,0
2/5/2016,239.98,52.7956,Furniture,Bookcases,South,Home Office,2,0
2/5/2016,167.96,78.9412,Office Supplies,Envelopes,South,Home Office,2,0
2/5/2016,104.85,28.3095,Technology,Phones,South,Home Office,3,0
2/5/2016,484.83,126.0558,Technology,Phones,South,Home Office,3,0
2/5/2016,122.97,60.2553,Office Supplies,Paper,South,Home Office,3,0
2/5/2016,154.44,1.5444,Office Supplies,Storage,South,Home Office,3,0
2/5/2016,342.37,160.9139,Office Supplies,Paper,South,Home Office,7,0
7/3/2017,9.552,1.5522,Office Supplies,Art,South,Corporate,3,0.2
10/9/2017,652.45,-430.617,Furniture,Tables,Central,Corporate,5,0.5
10/9/2017,66.645,-42.6528,Furniture,Tables,Central,Corporate,3,0.5
11/24/2016,17.216,6.0256,Office Supplies,Binders,East,Consumer,4,0.2
11/24/2016,11.56,5.6644,Office Supplies,Paper,East,Consumer,2,0
11/24/2016,88.4,11.492,Technology,Accessories,East,Consumer,4,0
11/24/2016,6.48,3.1104,Office Supplies,Paper,East,Consumer,1,0
11/1/2016,21.8,6.104,Technology,Phones,South,Home Office,2,0
11/1/2016,251.79,118.3413,Office Supplies,Envelopes,South,Home Office,3,0
4/19/2016,205.176,-58.1332,Furniture,Tables,East,Home Office,2,0.4
4/19/2016,419.4,146.79,Office Supplies,Paper,East,Home Office,5,0.2
4/6/2014,10.304,-2.1896,Office Supplies,Supplies,East,Home Office,1,0.2
4/6/2014,154.764,-36.1116,Furniture,Tables,East,Home Office,3,0.4
4/6/2014,116.784,21.897,Technology,Accessories,East,Home Office,2,0.2
9/2/2016,75.48,19.6248,Office Supplies,Art,East,Consumer,2,0
9/2/2016,39.98,9.995,Furniture,Furnishings,East,Consumer,2,0
9/25/2016,393.165,-204.4458,Furniture,Tables,West,Consumer,3,0.5
11/4/2017,23.68,8.88,Office Supplies,Labels,Central,Home Office,2,0.2
7/9/2016,408.006,72.5344,Furniture,Chairs,East,Corporate,2,0.1
7/9/2016,165.28,14.8752,Furniture,Furnishings,East,Corporate,4,0
6/30/2014,334.768,108.7996,Office Supplies,Binders,East,Consumer,7,0.2
1/28/2017,239.97,26.3967,Technology,Accessories,West,Home Office,3,0
1/28/2017,37.74,12.8316,Furniture,Furnishings,West,Home Office,3,0
9/21/2015,946.344,118.293,Technology,Phones,Central,Corporate,7,0.2
9/21/2015,151.2,32.13,Technology,Accessories,Central,Corporate,3,0.2
9/21/2015,4.928,-1.4784,Furniture,Furnishings,Central,Corporate,4,0.6
9/26/2015,86.272,31.2736,Office Supplies,Paper,West,Corporate,4,0.2
9/26/2015,72.588,-48.392,Office Supplies,Binders,West,Corporate,2,0.7
9/26/2015,60.672,14.4096,Office Supplies,Appliances,West,Corporate,2,0.2
9/26/2015,77.031,-59.0571,Office Supplies,Binders,West,Corporate,9,0.7
9/26/2015,119.904,-1.4988,Office Supplies,Storage,West,Corporate,6,0.2
9/26/2015,263.96,23.0965,Technology,Phones,West,Corporate,5,0.2
9/26/2015,363.648,-86.3664,Office Supplies,Storage,West,Corporate,4,0.2
10/31/2015,9.728,3.2832,Office Supplies,Binders,West,Corporate,2,0.2
10/31/2015,14.75,7.08,Office Supplies,Envelopes,West,Corporate,5,0
10/31/2015,29.8,9.3125,Office Supplies,Binders,West,Corporate,5,0.2
10/31/2015,427.42,196.6132,Office Supplies,Labels,West,Corporate,14,0
11/26/2017,220.752,-40.4712,Technology,Phones,East,Consumer,8,0.4
12/19/2014,152.76,74.8524,Office Supplies,Binders,South,Consumer,6,0
12/19/2014,7.27,1.9629,Office Supplies,Supplies,South,Consumer,1,0
12/19/2014,1819.86,163.7874,Furniture,Chairs,South,Consumer,14,0
12/26/2016,33.9,15.594,Office Supplies,Paper,West,Consumer,5,0
6/20/2017,31.104,10.8864,Office Supplies,Paper,East,Consumer,6,0.2
6/20/2017,5.248,0.5904,Office Supplies,Art,East,Consumer,2,0.2
10/15/2015,263.88,42.8805,Technology,Accessories,Central,Consumer,3,0.2
10/15/2015,2453.43,-350.49,Furniture,Chairs,Central,Consumer,5,0.3
4/12/2017,29.7,13.365,Office Supplies,Binders,East,Consumer,5,0
4/12/2017,39.96,17.982,Office Supplies,Paper,East,Consumer,4,0
12/19/2017,36.672,11.46,Office Supplies,Binders,West,Consumer,2,0.2
8/5/2017,13.76,6.3296,Office Supplies,Paper,South,Corporate,2,0
10/1/2015,139.424,17.428,Office Supplies,Storage,West,Corporate,4,0.2
5/23/2016,1979.928,148.4946,Technology,Phones,Central,Consumer,9,0.2
6/13/2017,164.736,-39.1248,Office Supplies,Storage,Central,Home Office,4,0.2
6/13/2017,470.302,-87.3418,Furniture,Chairs,Central,Home Office,7,0.3
6/13/2017,47.984,5.998,Technology,Phones,Central,Home Office,2,0.2
4/23/2014,2.502,-1.7514,Office Supplies,Binders,East,Corporate,3,0.7
5/1/2015,88.752,11.094,Technology,Phones,West,Corporate,3,0.2
7/19/2015,2.025,-1.35,Office Supplies,Binders,West,Consumer,1,0.7
11/26/2016,70.98,34.7802,Office Supplies,Paper,South,Corporate,7,0
11/26/2016,91.68,45.84,Office Supplies,Binders,South,Corporate,3,0
11/26/2016,33.75,16.875,Office Supplies,Binders,South,Corporate,5,0
11/26/2016,3040,1459.2,Technology,Machines,South,Corporate,8,0
6/12/2017,91.2,41.952,Office Supplies,Binders,South,Home Office,3,0
6/12/2017,452.94,67.941,Furniture,Tables,South,Home Office,3,0
8/17/2015,52.2,23.49,Office Supplies,Binders,East,Corporate,9,0
9/25/2016,15.936,5.1792,Office Supplies,Labels,Central,Corporate,4,0.2
5/4/2014,27.46,9.8856,Furniture,Furnishings,East,Consumer,2,0
12/1/2015,55.424,19.3984,Office Supplies,Binders,West,Consumer,2,0.2
3/11/2016,244.006,-31.3722,Furniture,Tables,East,Consumer,2,0.3
8/26/2016,159.984,43.9956,Technology,Accessories,Central,Corporate,2,0.2
8/26/2016,1024.716,-29.2776,Furniture,Chairs,Central,Corporate,6,0.3
12/16/2016,3.68,1.8032,Office Supplies,Fasteners,East,Corporate,2,0
8/8/2014,121.376,-3.0344,Furniture,Furnishings,West,Consumer,4,0.2
8/8/2014,95.976,-10.7973,Technology,Accessories,West,Consumer,3,0.2
5/16/2015,255.968,31.996,Technology,Accessories,South,Home Office,4,0.2
12/9/2017,872.94,226.9644,Furniture,Chairs,Central,Corporate,3,0
12/9/2017,41.54,19.5238,Office Supplies,Binders,Central,Corporate,2,0
12/9/2017,12.96,6.2208,Office Supplies,Paper,Central,Corporate,2,0
9/24/2015,6.848,0.5992,Office Supplies,Art,East,Corporate,2,0.2
7/11/2017,8.67,4.0749,Office Supplies,Labels,West,Corporate,3,0
12/1/2015,6.688,-4.0128,Furniture,Furnishings,Central,Consumer,4,0.6
11/19/2016,17.28,5.0112,Office Supplies,Art,East,Home Office,6,0
11/19/2016,17.712,6.4206,Office Supplies,Binders,East,Home Office,3,0.2
3/19/2017,28.91,13.2986,Office Supplies,Labels,East,Home Office,7,0
11/13/2016,52.136,5.8653,Office Supplies,Supplies,South,Consumer,7,0.2
11/19/2017,31.968,2.3976,Technology,Phones,West,Consumer,4,0.2
12/2/2016,25.92,12.4416,Office Supplies,Paper,West,Consumer,4,0
12/2/2016,40.46,19.8254,Office Supplies,Paper,West,Consumer,7,0
12/2/2016,33.87,8.8062,Office Supplies,Storage,West,Consumer,3,0
8/25/2017,9.728,1.7024,Office Supplies,Art,South,Consumer,2,0.2
8/25/2017,3.424,1.07,Office Supplies,Paper,South,Consumer,1,0.2
10/14/2016,177,30.09,Technology,Accessories,West,Corporate,3,0
11/27/2014,3.76,1.316,Office Supplies,Fasteners,East,Consumer,2,0
11/3/2015,1212.848,106.1242,Technology,Phones,West,Home Office,7,0.2
11/3/2015,89.97,37.7874,Technology,Accessories,West,Home Office,3,0
11/3/2015,42.6,16.614,Furniture,Furnishings,West,Home Office,3,0
11/29/2014,5.04,1.764,Office Supplies,Labels,East,Consumer,2,0.2
4/30/2017,62.96,28.332,Office Supplies,Envelopes,East,Corporate,4,0
11/24/2017,5.88,2.8812,Office Supplies,Paper,East,Corporate,1,0
11/24/2017,977.292,173.7408,Furniture,Chairs,East,Corporate,6,0.1
10/30/2017,9.64,3.6632,Furniture,Furnishings,West,Corporate,2,0
12/17/2014,40.05,11.214,Office Supplies,Art,South,Consumer,3,0
9/4/2017,10.192,3.185,Office Supplies,Art,Central,Consumer,7,0.2
9/4/2017,16.784,-0.2098,Office Supplies,Storage,Central,Consumer,1,0.2
9/4/2017,13.12,3.772,Office Supplies,Art,Central,Consumer,5,0.2
10/17/2016,18.16,6.583,Office Supplies,Binders,West,Home Office,5,0.2
11/12/2017,16.056,5.8203,Office Supplies,Paper,Central,Consumer,3,0.2
11/12/2017,223.056,69.705,Office Supplies,Paper,Central,Consumer,9,0.2
11/12/2017,540.048,-47.2542,Office Supplies,Storage,Central,Consumer,3,0.2
11/24/2016,33.52,3.352,Technology,Phones,West,Home Office,2,0.2
11/24/2016,9.94,3.0814,Furniture,Furnishings,West,Home Office,2,0
8/1/2015,6.72,3.36,Office Supplies,Art,West,Home Office,4,0
8/1/2015,1004.976,-175.8708,Furniture,Tables,West,Home Office,6,0.2
12/24/2017,17.88,5.5875,Office Supplies,Binders,East,Consumer,3,0.2
9/17/2016,396,190.08,Technology,Machines,South,Consumer,4,0
12/10/2017,34.5,15.525,Office Supplies,Binders,Central,Home Office,3,0
9/12/2017,8.36,3.0096,Furniture,Furnishings,West,Consumer,2,0
6/24/2017,385.6,111.824,Office Supplies,Art,West,Corporate,8,0
6/24/2017,35.82,11.8206,Office Supplies,Art,West,Corporate,9,0
8/18/2017,200.064,12.504,Office Supplies,Storage,Central,Consumer,3,0.2
8/18/2017,21.38,-33.139,Office Supplies,Binders,Central,Consumer,5,0.8
8/18/2017,6.744,-11.4648,Office Supplies,Binders,Central,Consumer,4,0.8
12/11/2017,63.686,-9.098,Furniture,Chairs,East,Consumer,1,0.3
12/10/2017,1669.6,116.872,Furniture,Tables,West,Consumer,4,0
2/3/2014,83.84,27.248,Office Supplies,Binders,West,Consumer,2,0.2
2/3/2014,13.272,4.3134,Office Supplies,Binders,West,Consumer,3,0.2
2/11/2017,21.336,7.7343,Office Supplies,Binders,West,Corporate,7,0.2
4/16/2017,16.52,2.065,Office Supplies,Art,Central,Home Office,5,0.2
12/6/2015,206.112,48.9516,Furniture,Furnishings,West,Consumer,6,0.2
12/6/2015,19.92,6.723,Office Supplies,Paper,West,Consumer,5,0.2
12/6/2015,198.272,61.96,Office Supplies,Paper,West,Consumer,8,0.2
12/6/2015,247.104,-58.6872,Office Supplies,Storage,West,Consumer,6,0.2
12/6/2015,86.304,9.7092,Office Supplies,Art,West,Consumer,6,0.2
7/22/2016,4.16,0.364,Office Supplies,Art,East,Consumer,2,0.2
7/22/2016,11.648,3.3488,Furniture,Furnishings,East,Consumer,2,0.2
11/7/2015,26.18,0.5236,Office Supplies,Fasteners,East,Corporate,7,0
11/7/2015,7.3,3.431,Office Supplies,Paper,East,Corporate,2,0
3/26/2015,74.352,23.235,Office Supplies,Paper,South,Corporate,3,0.2
8/31/2017,10.744,0.8058,Office Supplies,Storage,West,Consumer,1,0.2
8/31/2017,8.376,2.7222,Office Supplies,Fasteners,West,Consumer,3,0.2
12/4/2016,212.88,0,Office Supplies,Storage,East,Corporate,6,0
2/10/2017,203.983,16.7986,Furniture,Bookcases,West,Home Office,2,0.15
10/29/2016,40.74,0.4074,Office Supplies,Storage,East,Corporate,3,0
10/29/2016,11.67,3.0342,Office Supplies,Appliances,East,Corporate,3,0
9/15/2017,39.99,11.5971,Technology,Phones,East,Consumer,1,0
9/15/2017,16.28,6.512,Office Supplies,Art,East,Consumer,2,0
9/15/2017,782.94,203.5644,Furniture,Bookcases,East,Consumer,3,0
9/15/2017,242.48,116.3904,Office Supplies,Binders,East,Consumer,7,0
3/11/2014,8.32,2.288,Furniture,Furnishings,East,Consumer,5,0.2
3/11/2014,10.464,1.7004,Office Supplies,Fasteners,East,Consumer,6,0.2
2/4/2014,82.896,29.0136,Office Supplies,Binders,West,Home Office,3,0.2
2/4/2014,34.24,16.0928,Office Supplies,Paper,West,Home Office,4,0
12/31/2014,1573.488,196.686,Furniture,Bookcases,East,Corporate,7,0.2
11/23/2015,335.52,117.432,Office Supplies,Paper,Central,Corporate,4,0.2
11/23/2015,23.912,-40.6504,Office Supplies,Binders,Central,Corporate,2,0.8
11/23/2015,27.056,2.3674,Office Supplies,Storage,Central,Corporate,2,0.2
7/6/2014,559.992,174.9975,Technology,Copiers,East,Consumer,1,0.2
11/13/2017,9.324,-24.7086,Office Supplies,Appliances,Central,Home Office,6,0.8
6/17/2016,111.96,54.8604,Office Supplies,Paper,West,Consumer,2,0
5/3/2014,21.56,10.3488,Office Supplies,Labels,Central,Home Office,7,0
10/16/2017,124.75,57.385,Office Supplies,Binders,South,Consumer,5,0
2/6/2015,5.28,1.5312,Office Supplies,Art,West,Corporate,3,0
9/4/2017,91.96,39.5428,Technology,Accessories,East,Consumer,4,0
5/9/2016,9.344,3.504,Office Supplies,Envelopes,East,Consumer,1,0.2
5/9/2016,79.36,9.92,Office Supplies,Art,East,Consumer,5,0.2
3/16/2015,171.96,44.7096,Furniture,Tables,West,Consumer,2,0
4/9/2016,35.352,12.8151,Office Supplies,Binders,West,Corporate,9,0.2
4/4/2014,18.9,9.072,Office Supplies,Labels,West,Home Office,6,0
9/5/2017,2.78,0.7228,Office Supplies,Art,West,Home Office,1,0
6/30/2017,1044.63,-295.9785,Furniture,Tables,East,Consumer,5,0.4
11/9/2015,11.352,4.1151,Office Supplies,Paper,East,Consumer,3,0.2
3/4/2014,354.9,17.745,Office Supplies,Storage,South,Consumer,5,0
3/19/2015,453.576,39.6879,Technology,Phones,West,Home Office,3,0.2
11/29/2015,21.48,-0.2685,Technology,Accessories,Central,Consumer,3,0.2
11/29/2015,8.784,-13.6152,Office Supplies,Binders,Central,Consumer,4,0.8
6/11/2017,122.97,60.2553,Office Supplies,Paper,West,Consumer,3,0
11/26/2017,12.84,3.7236,Office Supplies,Art,South,Corporate,3,0
11/23/2014,603.92,-67.941,Furniture,Chairs,West,Consumer,5,0.2
11/23/2014,21.84,10.4832,Office Supplies,Envelopes,West,Consumer,3,0
11/23/2014,29.99,6.2979,Technology,Accessories,West,Consumer,1,0
11/23/2014,381.44,23.84,Furniture,Chairs,West,Consumer,2,0.2
12/15/2014,40.68,-9.153,Technology,Phones,Central,Consumer,3,0.2
12/15/2014,763.28,-21.808,Furniture,Chairs,Central,Consumer,5,0.3
4/22/2016,23.952,2.3952,Office Supplies,Storage,Central,Home Office,2,0.2
5/23/2016,4.98,2.4402,Office Supplies,Paper,South,Home Office,1,0
2/27/2016,170.88,49.5552,Office Supplies,Appliances,East,Consumer,3,0
8/9/2015,307.98,89.3142,Technology,Phones,East,Consumer,2,0
8/9/2015,382.806,-153.1224,Furniture,Tables,East,Consumer,9,0.4
8/9/2015,41.96,2.9372,Office Supplies,Storage,East,Consumer,2,0
8/9/2015,1217.568,456.588,Office Supplies,Binders,East,Consumer,2,0.2
8/9/2015,47.04,18.3456,Furniture,Furnishings,East,Consumer,3,0
8/9/2015,6.16,2.9568,Furniture,Furnishings,East,Consumer,2,0
8/9/2015,979.95,274.386,Technology,Phones,East,Consumer,5,0
8/9/2015,143.7,68.976,Office Supplies,Paper,East,Consumer,3,0
8/9/2015,10.65,5.0055,Office Supplies,Fasteners,East,Consumer,3,0
8/9/2015,247.8,34.692,Technology,Accessories,East,Consumer,4,0
5/12/2016,10.96,2.9592,Office Supplies,Art,South,Corporate,4,0
4/15/2016,33.488,5.8604,Office Supplies,Art,Central,Corporate,7,0.2
4/15/2016,8.04,2.9145,Office Supplies,Fasteners,Central,Corporate,5,0.2
6/23/2015,201.568,22.6764,Technology,Phones,West,Consumer,4,0.2
10/19/2014,13.44,6.5856,Office Supplies,Paper,West,Consumer,3,0
3/24/2015,359.058,-35.9058,Furniture,Bookcases,Central,Home Office,3,0.3
5/8/2017,47.992,-2.0568,Furniture,Chairs,East,Consumer,2,0.3
10/16/2017,547.3,175.136,Furniture,Furnishings,East,Corporate,13,0
11/19/2017,16.896,5.28,Office Supplies,Paper,Central,Consumer,4,0.2
11/19/2017,6.672,0.5004,Office Supplies,Supplies,Central,Consumer,1,0.2
11/19/2017,99.136,8.6744,Office Supplies,Art,Central,Consumer,4,0.2
11/19/2017,15.992,-13.993,Furniture,Furnishings,Central,Consumer,2,0.6
5/8/2016,211.96,42.392,Furniture,Furnishings,East,Corporate,2,0
12/11/2016,6.672,1.668,Office Supplies,Art,South,Consumer,3,0.2
11/30/2017,155.94,45.2226,Office Supplies,Art,East,Consumer,6,0
4/19/2016,39.96,12.987,Technology,Phones,West,Consumer,5,0.2
4/19/2016,5.46,1.5288,Office Supplies,Art,West,Consumer,3,0
4/19/2016,73.2,21.228,Office Supplies,Art,West,Consumer,5,0
4/19/2016,5.84,1.971,Office Supplies,Binders,West,Consumer,1,0.2
4/19/2016,22.72,10.224,Office Supplies,Paper,West,Consumer,4,0
4/19/2016,9.336,3.2676,Office Supplies,Binders,West,Consumer,3,0.2
5/26/2014,290.666,27.3568,Furniture,Bookcases,West,Corporate,2,0.15
5/26/2014,201.584,20.1584,Technology,Phones,West,Corporate,2,0.2
5/26/2014,83.984,31.494,Technology,Phones,West,Corporate,2,0.2
12/21/2017,1000.02,290.0058,Office Supplies,Storage,West,Corporate,7,0
3/15/2016,83.976,-13.6461,Technology,Accessories,East,Home Office,3,0.2
8/10/2015,3.75,1.8,Office Supplies,Labels,Central,Home Office,1,0
8/10/2015,41.4,19.872,Office Supplies,Labels,Central,Home Office,4,0
8/10/2015,29.79,12.5118,Office Supplies,Art,Central,Home Office,3,0
9/10/2016,59.48,8.922,Office Supplies,Storage,East,Home Office,2,0
9/10/2016,6.69,3.0774,Office Supplies,Paper,East,Home Office,1,0
7/8/2017,198.46,99.23,Furniture,Furnishings,West,Consumer,2,0
7/8/2017,786.48,385.3752,Office Supplies,Labels,West,Consumer,8,0
7/8/2017,23.168,7.8192,Office Supplies,Binders,West,Consumer,2,0.2
7/8/2017,50,10.5,Technology,Accessories,West,Consumer,2,0
12/19/2015,675.96,84.495,Technology,Phones,West,Consumer,5,0.2
12/19/2015,1265.85,556.974,Technology,Accessories,West,Consumer,3,0
11/16/2015,523.25,141.2775,Office Supplies,Appliances,East,Home Office,5,0
9/24/2015,517.5,155.25,Furniture,Chairs,South,Consumer,6,0
6/21/2017,17.92,2.464,Furniture,Furnishings,East,Consumer,5,0.2
6/21/2017,41.256,-34.38,Office Supplies,Binders,East,Consumer,6,0.7
5/8/2016,1006.056,88.0299,Office Supplies,Storage,East,Consumer,3,0.2
5/8/2016,10.688,3.7408,Office Supplies,Paper,East,Consumer,2,0.2
5/8/2016,10.368,3.6288,Office Supplies,Paper,East,Consumer,2,0.2
5/8/2016,25.12,1.57,Office Supplies,Storage,East,Consumer,2,0.2
5/8/2016,58.112,7.264,Technology,Accessories,East,Consumer,2,0.2
11/26/2014,15.552,5.4432,Office Supplies,Paper,West,Consumer,3,0.2
11/26/2014,669.08,-167.27,Office Supplies,Storage,West,Consumer,5,0.2
11/26/2014,438.336,-87.6672,Technology,Phones,West,Consumer,4,0.2
5/26/2016,19.44,9.3312,Office Supplies,Paper,East,Consumer,3,0
5/26/2016,9.64,4.4344,Office Supplies,Binders,East,Consumer,2,0
5/26/2016,12.7,5.842,Office Supplies,Paper,East,Consumer,2,0
5/26/2016,41.37,17.3754,Furniture,Furnishings,East,Consumer,3,0
11/29/2014,12.624,3.945,Office Supplies,Fasteners,Central,Corporate,2,0.2
3/19/2015,1247.64,349.3392,Office Supplies,Storage,West,Corporate,3,0
3/19/2015,3149.93,1480.4671,Technology,Copiers,West,Corporate,7,0
3/19/2015,209.7,100.656,Office Supplies,Paper,West,Corporate,2,0
11/1/2015,35.36,-3.094,Technology,Accessories,East,Home Office,2,0.2
11/1/2015,3.168,-0.7128,Office Supplies,Fasteners,East,Home Office,2,0.2
9/26/2015,121.104,-100.92,Office Supplies,Binders,East,Consumer,6,0.7
9/26/2015,45.894,-9.1788,Technology,Phones,East,Consumer,1,0.4
8/29/2014,109.92,53.8608,Office Supplies,Paper,West,Corporate,2,0
8/29/2014,13.36,6.4128,Office Supplies,Paper,West,Corporate,2,0
11/18/2017,169.68,45.8136,Office Supplies,Storage,West,Consumer,6,0
11/18/2017,132.52,54.3332,Technology,Accessories,West,Consumer,4,0
11/18/2017,2.96,1.4208,Office Supplies,Fasteners,West,Consumer,2,0
11/18/2017,8.448,2.9568,Office Supplies,Binders,West,Consumer,2,0.2
11/18/2017,95.94,9.594,Office Supplies,Storage,West,Consumer,3,0
